Text,sentiment,hashtags,comments,likes,category
Trying to master the perfect kickflip on my skateboard. Skating into the weekend like a pro! , Excitement , #SkaterLife #HighSchoolSkater ,30,60,motivational
Bonding with friends over the latest K-pop sensation. Fangirling at its finest! , Joy , #KpopFangirl #HighSchoolMusic ,20,40,motivational
Spent hours perfecting a chemistry experiment. Mixing potions like a wizard! , Joy , #ChemistryWizard #HighSchoolScientist ,28,55,motivational
Successfully organized a surprise birthday party for a friend. Party planning expert mode: Achieved! , Joy , #BirthdayParty #HighSchoolCelebration ,22,45,curiosity_wonder
"Joined the drama club to unleash my inner actor. Lights, camera, action! ", Excitement , #DramaClubStar #HighSchoolActor ,25,50,positive_emotion
Got my hands on the latest fantasy novel. Diving into realms of magic and adventure! , Excitement , #FantasyBookNerd #HighSchoolReader ,35,70,motivational
Mastering the art of the perfect doodle during boring classes. Doodles: A+! , Joy , #DoodleMaster #HighSchoolArt ,20,40,motivational
Attempting to break the school record for the longest handstand. Wish me luck! , Excitement , #HandstandChallenge #HighSchoolAthlete ,28,55,motivational
Sneaking snacks into class like a pro. The art of snack-smuggling is a sacred skill! , Mischievous , #SnackSmuggler #HighSchoolSnacks ,30,60,motivational
Hosting a sleepover with friends this weekend. Preparing for a night of laughter and memories! , Excitement , #SleepoverFun #HighSchoolMemories ,18,35,nostalgia
"Spent hours on a TikTok dance, only to realize I have two left feet. Dance fail: Unleashed! ", Embarrassed , #DanceFail #HighSchoolTikTok ,25,50,motivational
Accidentally liked my crush's old photo while stalking their profile. Awkward level: Maximum! , Embarrassed , #SocialMediaBlunder #HighSchoolAwkward ,22,45,motivational
Tried to impress my crush with a smooth conversation. Ended up spilling my drink. Smooth level: Nonexistent! , Embarrassed , #CrushFail #HighSchoolEmbarrassment ,30,60,motivational
Mastered the art of creating paper airplanes during lecture. Paper planes: Soaring to new heights! , Joy , #PaperPlaneExpert #HighSchoolArt ,15,30,motivational
Trying to set a new trend by juggling textbooks between classes. Academic juggling: A unique skill! , Excitement , #TextbookJuggling #HighSchoolSkills ,22,40,motivational
Hiding a snack stash in my backpack for emergency cravings. Snack ninja mode: Activated! , Mischievous , #SnackNinja #HighSchoolSnacks ,28,55,motivational
Planning a surprise scavenger hunt for friends. Anticipating the thrill and excitement! , Excitement , #SurpriseAdventure #HighSchoolFun ,20,38,curiosity_wonder
Danced in the rain to celebrate the end of exams. Rain dance: Unexpectedly refreshing! , Joy , #RainDance #HighSchoolJoy ,25,50,motivational
Accidentally sent a text meant for a friend to the class group chat. Texting fail: Oops moment! , Embarrassed , #TextingFail #HighSchoolAwkward ,18,35,motivational
Tried a magic trick to impress classmates. Magic fail: Where did that rabbit go? , Embarrassed , #MagicFail #HighSchoolMagic ,22,45,motivational
Perfecting the art of creating origami during a dull lecture. Origami mastery: A+! , Joy , #OrigamiMaster #HighSchoolArt ,18,36,motivational
Attempting to set a new record for the most consecutive hacky sack kicks. Hacky sack skills: Unleashed! , Excitement , #HackySackChallenge #HighSchoolAthlete ,26,48,motivational
Creating a secret handshake with friends. Friendship level: Expert! , Joy , #FriendshipGoals #HighSchoolMemories ,20,40,motivational
Embarking on a mission to find the best burger joint in town. Burger connoisseur: Reporting for duty! , Excitement , #BurgerQuest #HighSchoolFoodie ,24,42,motivational
Practicing a stand-up comedy routine for the upcoming talent show. Comedy gig: In the making! , Joy , #StandUpComedy #HighSchoolTalent ,21,39,motivational
Accidentally sent a love letter to the wrong person. Love note fail: Maximum embarrassment! , Embarrassed , #LoveLetterFail #HighSchoolAwkward ,17,33,positive_emotion
Attempting to impress the teacher with an elaborate science experiment. Science geek mode: Activated! , Excitement , #ScienceGeek #HighSchoolExperiments ,23,44,motivational
Crafting intricate friendship bracelets for the whole squad. Friendship level: Expert weaver! , Joy , #FriendshipBracelets #HighSchoolCrafts ,19,37,motivational
Attempting to beat the record for the most consecutive cartwheels. Cartwheel challenge: Underway! , Excitement , #CartwheelChallenge #HighSchoolAthlete ,27,52,motivational
Organizing a movie marathon with friends. Popcorn and cinematic adventures await! , Joy , #MovieNight #HighSchoolMemories ,22,43,motivational
Experimenting with a new hair color. A bold change for a bold semester! , Excitement , #HairExperiment #HighSchoolStyle ,20,39,motivational
Building a time capsule to capture memories for the future. Time-traveling emotions! , Joy , #TimeCapsule #HighSchoolNostalgia ,26,48,nostalgia
Accidentally walked into the wrong classroom on the first day. Classroom mix-up: Awkward start! , Embarrassed , #FirstDayOops #HighSchoolEmbarrassment ,16,32,motivational
Trying out a new smoothie recipe for a healthy start to the week. Smoothie enthusiast: Level up! , Excitement , #HealthyLiving #HighSchoolWellness ,23,42,motivational
Reflecting on the challenges of the school year. Feeling a bit overwhelmed with assignments. , Sad , #SchoolChallenges #HighSchoolStruggles ,15,28,motivational
Encountered some mean-spirited comments online. Dealing with online hate is never easy. , Hate , #OnlineHate #HighSchoolReality ,18,36,motivational
Had a bad day at school. Everything seems to be going wrong. , Bad , #BadDay #HighSchoolBlues ,20,40,motivational
Feeling down after not making the sports team. Disappointment lingers. , Sad , #Disappointment #HighSchoolSports ,17,34,motivational
Witnessed a heated argument in the cafeteria. Unpleasant atmosphere at lunch. , Hate , #CafeteriaDrama #HighSchoolTension ,21,41,motivational
Received a not-so-great grade on a major project. Academic frustration setting in. , Bad , #AcademicFrustration #HighSchoolStress ,19,38,motivational
Dealing with a personal setback. Sometimes life throws unexpected challenges. , Sad , #LifeChallenges #HighSchoolStruggles ,22,44,reflective
Feeling lonely on a Saturday night. Sometimes solitude hits harder than expected. , Sad , #LonelyNights #HighSchoolEmotions ,16,31,reflective
Experiencing cyberbullying. Hateful messages online are disheartening. , Hate , #StopCyberbullying #HighSchoolReality ,14,27,motivational
Caught in a torrential rainstorm without an umbrella. Today's weather is just bad luck. , Bad , #BadLuck #HighSchoolWeather ,18,35,motivational
Missing an important event due to unforeseen circumstances. A day filled with sadness. , Sad , #MissedChances #HighSchoolRegret ,20,39,negative_emotion
Dealing with unfounded rumors circulating about personal life. Rumors can be hurtful. , Hate , #RumorMills #HighSchoolDrama ,23,46,negative_emotion
Got a flat tire on the way to an important meeting. Talk about a series of bad events! , Bad , #BadLuckDay #HighSchoolStruggles ,25,50,motivational
Feeling a sense of emptiness after a close friend moves away. Farewells are always sad. , Sad , #SayingGoodbye #HighSchoolEmotions ,21,42,negative_emotion
Facing rejection from a dream college. Disheartened but determined to explore other paths. , Sad , #CollegeDreams #HighSchoolJourney ,19,37,motivational
Encountering online toxicity during a gaming session. Hateful comments can ruin the fun. , Hate , #OnlineGaming #HighSchoolGamer ,16,32,motivational
Having a bad hair day and feeling self-conscious. Bad hair days can affect confidence. , Bad , #BadHairDay #HighSchoolConfidence ,18,36,motivational
Feeling a sense of despair after a major project failure. Hard work didn't pay off this time. , Sad , #ProjectStruggles #HighSchoolHardships ,21,41,negative_emotion
Experiencing hate comments for expressing personal opinions. Online negativity prevails. , Hate , #OnlineOpinions #HighSchoolCriticism ,24,48,motivational
Having a string of bad luck with constant technology malfunctions. Tech troubles galore! , Bad , #TechIssues #HighSchoolTech ,22,43,motivational
Missing out on a long-anticipated event due to unexpected circumstances. A day filled with sadness. , Sad , #MissedMoments #HighSchoolRegret ,20,39,negative_emotion
Trying out a new study technique for upcoming exams. Exploring different learning strategies. , Neutral , #StudyStrategies #HighSchoolExams ,23,42,motivational
Organizing a community cleanup event for a cleaner neighborhood. Promoting environmental awareness. , Neutral , #EnvironmentalEfforts #HighSchoolCommunity ,26,50,nature
Sharing favorite book recommendations with classmates. Building a mini book club. , Neutral , #BookClub #HighSchoolReads ,19,38,motivational
Experimenting with a new recipe for a school bake sale. Baking adventures in the kitchen. , Neutral , #BakingAdventures #HighSchoolBakes ,21,43,motivational
Collaborating on a school project with peers. Teamwork makes the dream work. , Neutral , #Teamwork #HighSchoolProjects ,18,36,motivational
Attending a school club meeting to explore new interests. Dabbling in extracurricular activities. , Neutral , #SchoolClubs #HighSchoolInterests ,22,45,motivational
Exploring a new part-time job opportunity for gaining work experience. Career development in progress. , Neutral , #CareerDevelopment #HighSchoolJobs ,24,48,kindness_compassion
Attending a school assembly to stay informed about upcoming events and announcements. Staying connected with school activities. , Neutral , #SchoolEvents #HighSchoolConnectivity ,20,40,motivational
Exploring a new hobby of photography during free time. Capturing moments through a lens. , Neutral , #PhotographyJourney #HighSchoolHobbies ,25,49,motivational
Participating in a science fair to showcase a unique experiment. Sharing knowledge with peers. , Neutral , #ScienceFair #HighSchoolScience ,19,37,motivational
Attending a workshop on time management to enhance organizational skills. Striving for efficiency. , Neutral , #EfficiencyGoals #HighSchoolSkills ,23,44,motivational
Volunteering at a local charity event to give back to the community. Contributing to social causes. , Neutral , #CommunityService #HighSchoolVolunteer ,20,39,motivational
Collaborating on a group project to promote teamwork and shared responsibilities. Group effort in action. , Neutral , #TeamSpirit #HighSchoolProjects ,18,35,motivational
Participating in a debate club to enhance critical thinking and communication skills. Intellectual engagement in progress. , Neutral , #DebateSkills #HighSchoolIntellect ,22,43,reflective
Celebrating a friend's birthday with a surprise party. Joyful moments and laughter all around! , Happy , #SurpriseParty #HighSchoolCelebration ,27,52,positive_emotion
Successfully completing a challenging coding project. Excitement for overcoming coding hurdles! , Happy , #CodingTriumph #HighSchoolTech ,24,48,motivational
Attending a school talent show to support classmates. Applauding the diverse talents on display! , Happy , #TalentShow #HighSchoolEntertainment ,19,38,motivational
"Exploring a new hiking trail with friends over the weekend. Nature, laughter, and good vibes! ", Happy , #NatureAdventures #HighSchoolFriends ,21,42,nature
Winning a friendly sports competition against rival schools. Victory celebrations in full swing! , Happy , #SportsTriumph #HighSchoolAthletics ,26,50,motivational
Receiving a heartfelt letter from a pen pal in another country. Connecting across the globe! , Happy , #GlobalFriendship #HighSchoolCorrespondence ,23,45,motivational
Creating a beautiful mural with fellow art enthusiasts. The power of collaboration and creativity! , Happy , #ArtCollaboration #HighSchoolCreativity ,22,43,creativity
Participating in a school-wide art exhibition. Witnessing creativity and spreading positive vibes! , Happy , #ArtisticExpression #HighSchoolCreativity ,23,44,creativity
Achieving a personal best in a track and field competition. The thrill of victory and self-improvement! , Happy , #AthleticAchievement #HighSchoolSports ,26,51,motivational
Collaborating on a science project that received recognition at a regional fair. Science triumphs and smiles! , Happy , #ScienceFairWinner #HighSchoolScience ,20,39,motivational
"Attending a surprise birthday party organized by friends. Surrounded by love, laughter, and good company! ", Happy , #SurpriseCelebration #HighSchoolFriendship ,25,48,curiosity_wonder
Successfully fundraising for a school charity initiative. The joy of giving back to the community! , Happy , #CommunityGiving #HighSchoolPhilanthropy ,22,42,positive_emotion
"Participating in a multicultural festival, celebrating diversity with music, dance, and delicious food! ", Happy , #CulturalCelebration #HighSchoolUnity ,21,43,motivational
"Organizing a virtual talent show during challenging times, bringing smiles to classmates' faces! ", Happy , #VirtualEntertainment #HighSchoolPositivity ,24,47,motivational
